,Fixed_Acidity,Volatile_Acidity,Citric Acid,Sugar,Chlorides,Fixed_Sulfur_dioxide,Total_Sulfur_dioxide,Density,pH,Sulphates,Alcohol,Color,Quality,,,,,,,,
2600,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,Red,6,,,,,,,,
2601,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,Red,6,,,,,,,,
2602,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,White,8,,,,,,,,
2603,6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,White,6,,,,,,,,
2604,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,White,6,,,,,,,,
2605,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,White,5,,,,,,,,
2606,6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,White,6,,,,,,,,
2607,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,White,6,,,,,,,,
2608,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,White,5,,,,,,,,
2609,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,White,7,,,,,,,,
2610,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,White,5,,,,,,,,
2611,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,White,5,,,,,,,,
2612,6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,White,5,,,,,,,,
2613,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,White,8,,,,,,,,
2614,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,White,5,,,,,,,,
2615,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,White,6,,,,,,,,
2616,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,White,5,,,,,,,,
2617,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,White,5,,,,,,,,
2618,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,White,5,,,,,,,,
2619,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,White,6,,,,,,,,
2620,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,White,5,,,,,,,,
2621,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,White,7,,,,,,,,
2622,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,White,4,,,,,,,,
2623,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,White,6,,,,,,,,
2624,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,White,6,,,,,,,,
2625,6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,White,7,,,,,,,,
2626,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,White,4,,,,,,,,
2627,6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,White,4,,,,,,,,
2628,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,White,6,,,,,,,,
2629,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,White,6,,,,,,,,
2630,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,White,6,,,,,,,,
2631,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,White,6,,,,,,,,
2632,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,White,5,,,,,,,,
2633,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,White,6,,,,,,,,
2634,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,White,7,,,,,,,,
2635,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,White,5,,,,,,,,
2636,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,White,5,,,,,,,,
2637,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,White,5,,,,,,,,
2638,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,White,6,,,,,,,,
2639,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,White,5,,,,,,,,
2640,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,White,5,,,,,,,,
2641,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,White,5,,,,,,,,
2642,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,White,5,,,,,,,,
2643,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,White,6,,,,,,,,
2644,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,White,6,,,,,,,,
2645,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,White,6,,,,,,,,
2646,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,White,6,,,,,,,,
2647,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,White,6,,,,,,,,
2648,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,White,5,,,,,,,,
2649,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,White,6,,,,,,,,
2650,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,White,6,,,,,,,,
2651,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,White,5,,,,,,,,
2652,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,White,4,,,,,,,,
2653,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,White,7,,,,,,,,
2654,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,White,6,,,,,,,,
2655,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,White,5,,,,,,,,
2656,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,White,7,,,,,,,,
2657,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,White,4,,,,,,,,
2658,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,White,6,,,,,,,,
2659,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,White,5,,,,,,,,
2660,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,White,6,,,,,,,,
2661,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,White,7,,,,,,,,
2662,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,White,5,,,,,,,,
2663,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,White,5,,,,,,,,
2664,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,White,6,,,,,,,,
2665,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,White,6,,,,,,,,
2666,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,White,6,,,,,,,,
2667,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,White,6,,,,,,,,
2668,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,White,4,,,,,,,,
2669,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,White,6,,,,,,,,
2670,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,White,6,,,,,,,,
2671,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,White,5,,,,,,,,
2672,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,White,8,,,,,,,,
2673,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,White,6,,,,,,,,
2674,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,White,7,,,,,,,,
2675,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,White,5,,,,,,,,
2676,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,White,5,,,,,,,,
2677,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,White,5,,,,,,,,
2678,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,White,6,,,,,,,,
2679,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,White,6,,,,,,,,
2680,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,White,6,,,,,,,,
2681,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,White,6,,,,,,,,
2682,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,White,8,,,,,,,,
2683,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,White,6,,,,,,,,
2684,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,White,6,,,,,,,,
2685,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,White,8,,,,,,,,
2686,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,White,6,,,,,,,,
2687,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,White,6,,,,,,,,
2688,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,White,7,,,,,,,,
2689,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,White,7,,,,,,,,
2690,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,White,6,,,,,,,,
2691,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,White,6,,,,,,,,
2692,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,White,6,,,,,,,,
2693,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,White,6,,,,,,,,
2694,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,White,5,,,,,,,,
2695,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,White,5,,,,,,,,
2696,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,White,5,,,,,,,,
2697,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,White,6,,,,,,,,
2698,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,White,5,,,,,,,,
2699,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,White,6,,,,,,,,
2700,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,White,6,,,,,,,,
2701,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,White,6,,,,,,,,
2702,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,White,6,,,,,,,,
2703,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,White,6,,,,,,,,
2704,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,White,7,,,,,,,,
2705,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,White,5,,,,,,,,
2706,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,White,5,,,,,,,,
2707,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,White,5,,,,,,,,
2708,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,White,6,,,,,,,,
2709,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,White,6,,,,,,,,
2710,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,White,5,,,,,,,,
2711,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,White,5,,,,,,,,
2712,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,White,5,,,,,,,,
2713,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,White,6,,,,,,,,
2714,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,White,6,,,,,,,,
2715,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,White,5,,,,,,,,
2716,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,White,5,,,,,,,,
2717,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,White,5,,,,,,,,
2718,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,White,5,,,,,,,,
2719,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,White,5,,,,,,,,
2720,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,White,5,,,,,,,,
2721,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,White,5,,,,,,,,
2722,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,White,5,,,,,,,,
2723,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,White,5,,,,,,,,
2724,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,White,5,,,,,,,,
2725,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,White,5,,,,,,,,
2726,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,White,5,,,,,,,,
2727,6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,White,6,,,,,,,,
2728,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,White,5,,,,,,,,
2729,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,White,4,,,,,,,,
2730,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,White,5,,,,,,,,
2731,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,White,5,,,,,,,,
2732,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,White,5,,,,,,,,
2733,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,White,6,,,,,,,,
2734,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,White,6,,,,,,,,
2735,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,White,7,,,,,,,,
2736,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,White,5,,,,,,,,
2737,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,White,5,,,,,,,,
2738,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,White,5,,,,,,,,
2739,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,White,5,,,,,,,,
2740,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,White,7,,,,,,,,
2741,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,White,8,,,,,,,,
2742,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,White,5,,,,,,,,
2743,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,White,8,,,,,,,,
2744,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,White,5,,,,,,,,
2745,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,White,5,,,,,,,,
2746,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,White,5,,,,,,,,
2747,6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,White,6,,,,,,,,
2748,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,White,5,,,,,,,,
2749,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,White,5,,,,,,,,
2750,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,White,5,,,,,,,,
2751,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,White,5,,,,,,,,
2752,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,White,7,,,,,,,,
2753,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,White,6,,,,,,,,
2754,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,White,5,,,,,,,,
2755,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2756,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2757,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2758,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2759,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2760,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2761,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,White,7,,,,,,,,
2762,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,White,7,,,,,,,,
2763,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,White,5,,,,,,,,
2764,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,White,5,,,,,,,,
2765,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,White,5,,,,,,,,
2766,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,White,6,,,,,,,,
2767,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,White,6,,,,,,,,
2768,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,White,6,,,,,,,,
2769,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,White,6,,,,,,,,
2770,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,White,5,,,,,,,,
2771,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,White,7,,,,,,,,
2772,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,White,6,,,,,,,,
2773,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,White,5,,,,,,,,
2774,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,White,5,,,,,,,,
2775,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,White,5,,,,,,,,
2776,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,White,5,,,,,,,,
2777,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,White,7,,,,,,,,
2778,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,White,5,,,,,,,,
2779,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,White,6,,,,,,,,
2780,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,White,6,,,,,,,,
2781,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,White,7,,,,,,,,
2782,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,White,7,,,,,,,,
2783,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,White,7,,,,,,,,
2784,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,White,7,,,,,,,,
2785,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,White,6,,,,,,,,
2786,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,White,8,,,,,,,,
2787,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,White,4,,,,,,,,
2788,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,White,6,,,,,,,,
2789,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,White,5,,,,,,,,
2790,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,White,8,,,,,,,,
2791,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,White,8,,,,,,,,
2792,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,White,7,,,,,,,,
2793,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,White,7,,,,,,,,
2794,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,White,7,,,,,,,,
2795,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,White,7,,,,,,,,
2796,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,White,7,,,,,,,,
2797,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,White,5,,,,,,,,
2798,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,White,7,,,,,,,,
2799,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,White,6,,,,,,,,
2800,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,White,5,,,,,,,,
2801,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,White,6,,,,,,,,
2802,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,White,6,,,,,,,,
2803,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,White,6,,,,,,,,
2804,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,White,6,,,,,,,,
2805,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,White,7,,,,,,,,
2806,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,White,7,,,,,,,,
2807,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,White,7,,,,,,,,
2808,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,White,7,,,,,,,,
2809,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,White,7,,,,,,,,
2810,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,White,7,,,,,,,,
2811,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,White,6,,,,,,,,
2812,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,White,6,,,,,,,,
2813,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,White,6,,,,,,,,
2814,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,White,6,,,,,,,,
2815,6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,White,6,,,,,,,,
2816,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,White,5,,,,,,,,
2817,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,White,6,,,,,,,,
2818,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,White,6,,,,,,,,
2819,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,White,6,,,,,,,,
2820,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,White,6,,,,,,,,
2821,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,White,6,,,,,,,,
2822,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,White,7,,,,,,,,
2823,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,White,7,,,,,,,,
2824,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,White,6,,,,,,,,
2825,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,White,6,,,,,,,,
2826,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,White,6,,,,,,,,
2827,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,White,7,,,,,,,,
2828,6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,White,6,,,,,,,,
2829,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,White,6,,,,,,,,
2830,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,White,6,,,,,,,,
2831,6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,White,6,,,,,,,,
2832,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,White,6,,,,,,,,
2833,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,White,6,,,,,,,,
2834,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,White,6,,,,,,,,
2835,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,White,6,,,,,,,,
2836,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,White,6,,,,,,,,
2837,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,White,7,,,,,,,,
2838,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,White,7,,,,,,,,
2839,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,White,7,,,,,,,,
2840,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,White,6,,,,,,,,
2841,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,White,6,,,,,,,,
2842,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,White,7,,,,,,,,
2843,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,White,6,,,,,,,,
2844,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,White,7,,,,,,,,
2845,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,White,6,,,,,,,,
2846,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,White,5,,,,,,,,
2847,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,White,6,,,,,,,,
2848,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,White,6,,,,,,,,
2849,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,White,5,,,,,,,,
2850,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,White,3,,,,,,,,
